标的状态.还清,性别.女,年龄,学历.高中及以下,学历.研究生及以上,婚姻.已婚,婚姻.未婚,公司性质.民企,公司性质.单位,公司性质.其他,公司性质.优企,公司性质.外企,公司规模.100.500人,公司规模.10人以下,公司规模.500人以上,工作时间.1.3年,工作时间.1年以内,工作时间.3.5年,工作时间.无,投资人次,标的类型.实地认证标,标的类型.信用认证标,借款性质.个人消费,借款性质.购车购房,借款性质.婚礼筹备,借款性质.教育培训,借款性质.其他借款,借款性质.投资创业,借款性质.医疗支出,借款性质.装修借款,标的总额,年利率,期限.12个月,期限.13个月,期限.14个月,期限.15个月,期限.16个月,期限.18个月,期限.20个月,期限.21个月,期限.23个月,期限.24个月,期限.30个月,期限.36个月,期限.3个月,期限.48个月,期限.6个月,期限.8个月,期限.9个月,收入.5000元以下,收入.5000.10000元,收入.20000.50000元,收入.50000元以上,房产.TRUE,房贷.TRUE,车产.TRUE,车贷.TRUE,借款总额,申请借款,成功借款,还清笔数,逾期次数
0,0,41,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,33.3009763,0,1,0,0,0,0,0,0,0,0,36990.23697,12.39804739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,46019.52606,3.601952606,1.300976303,0.300976303,16.18437915
0,0,33.91031017,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,34.96935829,0,1,0,0,0,0,0,0,0,0,36061.28343,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,36061.28343,2.212256686,1,0,21.78774331
0,0,24.28201208,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,25.17987923,0,1,0,0,0,0,0,0,0,1,30000,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,30000,1,1,0,14.6669215
0,0,40.59555452,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,23.69775388,0,1,0,0,0,0,0,0,0,0,33124.42678,12.59555452,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,51728.91902,3,1.808890967,0.808890967,17.35999065
0,0,36.36808164,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,10.25942274,0,1,0,0,0,0,0,0,0,0,19627.50438,12.25942274,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53694.05836,2.481154521,2.481154521,1.481154521,14.07538192
0,0,28.14659891,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,10.04842649,0,1,1,0,0,0,0,0,0,0,9658.37568,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,11000,1.536649728,1.268324864,0.268324864,12.60994918
0,0,33.0716181,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3.650456704,0,1,0,1,0,0,0,0,0,0,8475.685056,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,12959.91734,2.793692912,1.896846456,0.896846456,16.27792519
0,0,44.7758051,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,39.35786951,0,1,0,1,0,0,0,0,0,0,30000,10.62690339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,30000,3.373096613,1,0,5.253806775
0,0,38.38476264,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,28.5450804,0,1,0,0,0,0,0,0,0,0,20320.63553,11.45190467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20320.63553,2.54809533,1,0,11.74349158
0,1,34.14846471,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,20.92576765,0,1,0,0,0,0,0,0,0,1,11366.32549,12.34158137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11366.32549,1.658418627,1,0,12.80688334
0,1,42.10210383,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14.61021038,0,1,1,0,0,0,0,0,0,0,13415.31557,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13415.31557,1,1,0,21.46636749
0,0,23.5020493,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,13.4979507,0,1,0,0,0,0,0,0,0,0,12497.9507,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12497.9507,1.832650234,1,0,22.4979507
0,0,23.16194896,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,14.32389791,0,1,0,0,0,0,0,0,0,1,14376.56614,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14376.56614,1.919025521,1,0,21.94733178
0,0,29.26456003,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,16.3597846,0,1,0,1,0,0,0,0,0,0,39841.29238,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,56243.44636,2.640215397,1.328043079,0.328043079,10.98412924
0,0,38.99853884,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,19.65692559,0,1,0,0,0,0,0,0,0,0,53343.07441,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,86700.76042,5.001461161,1.66715372,0.66715372,15.66277024
0,0,25.29454141,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,11128.73375,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15008.756,1.352729296,1.352729296,0.352729296,15.76724845
0,0,24.28805459,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,13.01638213,0,1,0,1,0,0,0,0,0,0,18039.31711,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25870.71662,1.71194541,1.71194541,0.71194541,8.57610918
0,0,27.55351086,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10.89643261,0,1,0,0,0,0,1,0,0,0,10517.83695,12.89643261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10517.83695,1,1,0,18.55005653
0,0,41,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27.7735862,0,1,0,0,0,0,1,0,0,0,34319.11544,12.77276462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34319.11544,2.545529235,1,0,17.59146926
0,1,30.86063621,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,6.836182747,0,1,0,0,0,0,0,0,0,0,8092.909194,10.09290919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30977.99887,3.907090806,3.860636209,2.860636209,3.185818388
0,0,29.69251773,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7.830475183,0,1,0,0,0,0,0,0,0,0,8784.489364,10.78448936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26508.57445,3.215510636,3.215510636,2.215510636,5.091971638
0,1,28.35341278,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,24.10097508,0,1,0,0,0,0,0,1,0,0,13534.1278,12.05048754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,13534.1278,2,1,0,7.757313099
0,0,29.3104638,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17.78178105,0,1,1,0,0,0,0,0,0,0,36380.2225,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,36380.2225,1.367829312,1,0,15.04612243
0,1,27.10619218,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,32.93807815,0,1,0,0,0,0,0,0,0,1,45752.31262,12.89380782,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,45752.31262,2,1,0,13.25665471
0,0,36.16526328,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,33.34533834,0,1,0,0,0,0,0,0,0,0,43453.38337,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,43453.38337,2.654661663,1,0,18.58263164
0,0,38.50542102,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,23.73442092,0,1,0,0,0,0,0,0,0,0,29166.39984,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32017.34725,2.643631574,1.356368426,0.356368426,18.14905259
0,0,34.86354239,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,10.20744315,0,1,0,0,0,0,0,0,0,0,13350.24122,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20363.33564,2.123363198,1.876636802,0.876636802,13.98690558
0,0,25.34638198,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,17.85737213,0,1,0,0,0,0,0,0,0,1,29510.99015,12.95924918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,29510.99015,1.020375411,1,0,9.898122947
0,0,29.02780936,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,12.62152383,0,1,1,0,0,0,0,0,0,0,10053.80958,12.62152383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10053.80958,1.189238085,1,0,9.864571492
0,0,26.41712266,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,13.50273598,0,1,0,0,0,0,0,0,0,0,17925.33059,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,17925.33059,1.834245325,1,0,20
0,0,34.97149928,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,26.11028489,0,1,0,0,0,0,0,0,0,1,35263.32087,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,35263.32087,3,1,0,20.56939281
0,0,29.92577413,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,18.2343655,0,1,0,0,0,0,0,0,0,0,21542.95688,12.07714784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21542.95688,1.154295688,1,0,11.77147844
0,0,28.8995628,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,16.79912561,0,1,0,0,0,0,0,0,0,0,19665.20935,12.03347907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19665.20935,1,1,0,11.30131159
0,0,39.44670904,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,29.1167726,0,1,0,1,0,0,0,0,0,0,36116.7726,12.8446709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36116.7726,2.689341808,1,0,19.44670904
0,0,31.86812943,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,10.17032358,0,1,0,0,0,0,0,0,0,0,17170.32358,12.08681294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17170.32358,1.173625886,1,0,11.86812943
0,1,27.49669865,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,27.52310942,0,1,0,0,0,0,0,0,0,0,20066.02691,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20066.02691,2,1,0,12.5363148
0,0,40.39167701,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,32.91309672,0,1,0,0,0,0,0,0,0,0,39565.48358,12.95654836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39565.48358,2.956548358,1,0,20.86964507
0,0,30.1943506,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,10.00403529,0,1,0,0,0,0,0,0,0,0,13396.77177,11.80161412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,22384.6659,2.198385885,1.599192942,0.599192942,8.004035289
0,0,27.81659181,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11.70243442,0,1,0,0,0,0,0,0,0,0,12038.05246,12.48097377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,15930.74919,1.519026231,1.259513116,0.259513116,9.702434422
0,0,39.50650884,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13.58461497,0,1,0,0,0,0,0,0,0,0,14610.65035,12.25325442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19091.12382,2.253254422,1.746745578,0.746745578,10.54556191
0,0,26.94437019,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,16.47228056,0,1,0,0,0,0,0,0,0,0,26666.79396,12.86111641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,27500.09547,1.138883585,1.138883585,0.138883585,9.583349245
0,0,36.14805756,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,18.65576809,0,1,0,1,0,0,0,0,0,0,30000,12.34423191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,30000,2.311536183,1,0,6.721159542
0,0,32.40697574,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,22.42608009,0,1,0,0,0,0,0,0,0,0,16295.67964,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16295.67964,2.314783982,1,0,6.370432036
0,0,28.95823461,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,13.25011847,0,1,0,1,0,0,0,0,0,0,24458.47155,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24458.47155,1,1,0,15.54152845
0,1,29.88943859,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,12.1326737,0,1,0,1,0,0,0,0,0,0,23154.78598,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,23154.78598,1,1,0,16.84521402
0,0,38.27051452,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6.614973706,0,1,0,0,0,0,0,0,0,0,14524.8022,11.18034301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,36360.68603,3.909828493,2.819656986,1.819656986,5.532915621
0,0,29.65878631,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10.25591027,0,1,1,0,0,0,0,0,0,0,11304.89886,12.39020228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18622.47148,1.914696578,1.609797718,0.609797718,8.865707985
0,1,26.94887021,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13,0,1,1,0,0,0,0,0,0,0,14253.2693,12.72889423,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15744.35106,1.135552887,1.135552887,0.135552887,10.59334134
0,0,25.79493753,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,17.50316405,0,1,0,0,0,0,0,0,0,0,30496.83595,12.80126562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,31589.87505,1.099367191,1.099367191,0.099367191,9.801265618
0,1,29.66818356,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,20.84898661,0,1,0,0,0,0,0,0,0,1,9443.938813,12.18535373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9443.938813,2.185353729,1,0,9.965659663
0,1,33.92556833,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,8.676962731,0,1,1,0,0,0,0,0,0,0,8117.975154,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8117.975154,2.441012423,1,0,19.64607454
0,0,30.49075401,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30.96301603,0,1,0,0,0,0,0,0,0,0,42435.27805,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,42435.27805,1.641536287,1,0,16.13229029
0,0,29.55268356,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26.22578668,0,1,0,0,0,0,0,0,0,0,35376.31113,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,35376.31113,1.507526223,1,0,19.49247378
0,0,35.72356476,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14.53247667,0,1,0,0,0,0,0,0,0,0,33404.45595,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33404.45595,1.680891191,1,0,11.10668393
0,0,29.56326302,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10.5846976,0,1,0,0,0,0,0,0,0,1,30000,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30000,1,1,0,7.718368492
0,0,29.12126331,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,8.383718947,0,1,0,0,0,0,0,0,0,1,12828.06955,10.93936835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12828.06955,1.686877218,1,0,5.878736692
0,1,29.51548957,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,13.89673617,0,1,0,0,0,0,0,0,0,0,7474.184043,10.98967362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7474.184043,2,1,0,5.484510426
0,0,28.84540617,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,13.84540617,0,1,0,0,0,0,0,0,0,0,10325.18928,12.5935134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13983.56864,1.812973192,1.406486596,0.406486596,15.52864744
0,0,25.61332371,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,18,0,1,0,0,0,0,0,0,0,1,28528.02308,12.92333454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29218.01226,1.153330929,1.076665464,0.076665464,9.923334536
0,0,29.29544202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6264833,0,1,0,1,0,0,0,0,0,0,26264.83303,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,26264.83303,1,1,0,10.18675835
0,0,42.20675631,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,30.0693061,0,1,0,0,0,0,0,0,0,0,34828.18724,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,34828.18724,2.655212482,1,0,19.27606241
0,0,34.1065583,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,15.22950868,0,1,1,0,0,0,0,0,0,0,12114.75434,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12114.75434,1.704918113,1,0,20.70491811
0,0,42.75179802,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,30.81025248,0,1,0,0,0,0,0,0,0,0,34744.60595,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34744.60595,3,1,0,21.21897475
0,0,37.69913624,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,39.60172752,0,1,0,0,0,0,0,0,0,0,35461.31233,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35461.31233,2.17478406,1,0,18.52435218
0,0,26.65201219,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,24.40154724,0,1,0,0,0,0,0,0,0,1,29793.49848,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29793.49848,1,1,0,11.03250762
0,0,39.57072172,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,35.85855655,0,1,0,0,0,0,0,0,0,0,54292.78277,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,54292.78277,3,1,0,18.14144345
0,0,40.62811514,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,33.74376971,0,1,0,0,0,0,0,0,0,0,43718.84855,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,43718.84855,3,1,0,20.25623029
0,0,27.16730893,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,14.30737531,0,1,0,0,0,0,0,0,0,0,10583.65447,12.80544851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10583.65447,1,1,0,18.44358809
0,0,26.32075673,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,11.90881074,0,1,0,0,0,0,0,0,0,0,10160.37837,12.94654054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10160.37837,1,1,0,19.57232436
0,1,27.73579719,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,25.58452962,0,1,1,0,0,0,0,0,0,0,19245.03665,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,30093.76908,2.301847892,1.433949297,0.433949297,14.47159438
0,0,31.82296251,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,40.50848522,0,1,0,0,0,0,0,0,0,0,31657.23864,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,52514.14204,3.834276136,1.834276136,0.834276136,19.33144773
0,1,38.21335245,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.970972519,0,1,1,0,0,0,0,0,0,0,24650.21745,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24650.21745,1,1,0,20.33962246
0,0,42.1990147,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,16.81330155,0,1,0,0,0,0,0,0,0,0,34004.9265,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,34004.9265,1.8009853,1,0,22.79852205
0,1,27.89612392,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,16.22341067,0,1,0,0,0,0,0,0,0,0,20291.00722,12.62077522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,39252.24646,1.758449569,1.379224785,0.379224785,10.43116282
0,0,26.3522346,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,11.66924573,0,1,0,0,0,0,0,0,0,0,11761.17298,12.92955308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15283.51894,1.140893838,1.070446919,0.070446919,19.57731848
0,0,41.24665971,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,17.22634954,0,1,0,0,0,0,0,0,0,0,53209.51388,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,53209.51388,1.773650463,1,0,19.28380555
0,0,37.96147772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17.38278678,0,1,0,0,0,0,0,0,0,0,48516.39675,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,48516.39675,1.617213225,1,0,17.4065587
0,0,25.87818938,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,17.70727021,0,1,0,0,0,0,0,0,0,0,29498.1775,12.95818146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,29498.1775,1,1,0,10.08363708
0,1,43.57101131,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,11.24289887,0,1,1,0,0,0,0,0,0,0,17149.85396,12.12144943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17149.85396,1,1,0,11.87855057
0,0,29.14724542,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,12.88834725,0,1,0,0,0,0,0,0,0,1,13524.91487,12.37055092,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21707.75296,1.629449084,1.629449084,0.629449084,15.59385641
0,0,35.69240432,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,22.91556821,0,1,0,0,0,0,0,0,0,1,27049.46654,12.46924043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33949.34093,2.469240432,1.530759568,0.530759568,16.75392346
0,0,26.28177827,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,11.07514087,0,1,0,0,0,0,0,0,0,0,10375.70436,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10375.70436,1,1,0,19.94364435
0,0,31.54123582,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,12.47766288,0,1,0,0,0,0,0,0,0,0,17388.31442,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17388.31442,1,1,0,18.89175284
0,0,26.84275096,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,16.15724904,0,1,0,1,0,0,0,0,0,0,43820.63223,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,43820.63223,1.460687741,1,0,14.14618967
0,0,29.45862657,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,14.72615874,0,1,0,0,0,0,0,0,0,0,59235.62238,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,59235.62238,2.038218881,1,0,19.07643776
0,1,31.84556867,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,23.7168759,0,1,1,0,0,0,0,0,0,0,24639.66023,12.02573855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24639.66023,1.974261445,1,0,7.102954219
0,0,29.75514423,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22.07583791,0,1,0,1,0,0,0,0,0,0,26603.46841,12.32069368,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,26603.46841,1.679306319,1,0,7.962081044
0,0,38.40567893,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,26.77362942,0,1,0,0,0,0,0,0,0,0,33773.62942,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33773.62942,1.962271571,1,0,22.03772843
0,0,31.68729642,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,19.82380811,0,1,0,1,0,0,0,0,0,0,28784.12792,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28784.12792,1,1,0,17.9031685
